url,status,action
https://mise.ax/blanketter/anmalningsblankett-fritidsbostader-pa-fasta-aland,200,html_text_saved
https://mise.ax/nyheter/misebladet-2026,200,html_text_saved
https://mise.ax/nyheter/kundundersokning-2026,200,html_text_saved
https://mise.ax/nyheter/sommarjobb,200,html_text_saved
https://mise.ax/nyheter/mise-stanger-atervinningsstationen-vid-s-market,200,html_text_saved
https://mise.ax/nyheter/forseningar-avfallshamtningen-pa-grund-radande-vaglag,200,html_text_saved
https://mise.ax/nyheter/uppdatering-hemsidan,200,html_text_saved
https://mise.ax/nyheter/forenklad-avfallstaxa,200,html_text_saved
https://mise.ax/nyheter/julinformation,200,html_text_saved
https://mise.ax/nyheter/pilotprojekt-okad-atervinning,200,html_text_saved
https://mise.ax/nyheter/kundundersokning-jomala,200,html_text_saved
https://mise.ax/nyheter/mise-pa-givande-studiebesok-finland,200,html_text_saved
https://mise.ax/nyheter/stationen-och-lasthuset-pa-hellso-stangs-ner,200,html_text_saved
https://mise.ax/nyheter/nytt-e-tjanstformular-agarbyte-och-anmalan-om-tjanster,200,html_text_saved
https://mise.ax/nyheter/stationen-vid-kantarellen-stangs,200,html_text_saved
https://mise.ax/nyheter/information-dig-sophamtning-pa-privat-vag,200,html_text_saved
https://mise.ax/nyheter/lamna-invasiva-vaxtarter-gratis-pa-atervinningscentralen,200,html_text_saved
https://mise.ax/nyheter/ffps-forsta-nyhetsbrev-alands-kommuner,200,html_text_saved
https://mise.ax/nyheter/information-om-avfallstaxa-2021,200,html_text_saved
https://mise.ax/nyheter/mises-bokslut-2024,200,html_text_saved
https://mise.ax/nyheter/vissa-kunder-fick-sms-vid-fel-tidpunkt-vi-undersoker-felet,200,html_text_saved
https://mise.ax/sites/default/files/2025-05/bilaga-till-ansokan-om-forlangt-tomningsintervall-hela-aret-2025.pdf,200,pdf_saved
https://e-tjanster.ax/e-form/sv/8ea8db09cc,200,html_no_text_extracted
https://mise.ax/sites/default/files/2026-01/anmalan-om-delad-tomning-av-avfallskarl-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/ansokan-delad-avfallshantering-fler-an-3-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2025-05/blankett-till-slaminsamlingsregister-2022_0.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-05/bilaga-till-kompostanmalan-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anmalningsblankett-flerbostadshus-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anmalningsblankett-flerbostadshus-inflyttningsplan-bilaga-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anhallan-om-andringar-i-byggnaden-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-03/anmalan-om-att-ta-hem-avfall-till-fasta-boende-inom-mise-2026_0.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-03/ansokan-om-att-ta-hem-avfall-till-fasta-boende-utanfor-o-lgh-mise-2026_3.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anmalan-om-flytt-till-servicebostad-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-03/ansokan-om-att-ta-hem-avfall-till-fasta-boende-utanfor-o-lgh-mise-2026_0.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anmalningsblankett-verksamheter-i-skargarden-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anmalningsblankett-verksamheter-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/ansokan-om-obebodd-stadigvarande-bostad-2026_0.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-01/anhallan-om-avgiftsbefrielse-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2025-05/anmalan-om-skrotfordon-2024.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2025-05/anmalan-om-nedskrapning-2024.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2026-05/misebladet-2026.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2025-12/avfallstaxa-2026-godkand-av-stamman-17.12.2025_0.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2025-06/infobrev-1-2025-till-kommun.pdf,200,pdf_saved
https://mise.ax/sites/default/files/2024-08/excel-demo.xlsx,200,doc_saved.xlsx
https://mise.ax/sites/default/files/2024-08/word-demo.docx,200,doc_saved.docx
